Header_line;22
location;Drammen - Norway
year_of_construction;2013
floor_area;1429
number_of_users;96
building_category;Kdg
energy_label;C
central_heating_system;1
dhw_heat_source;GSHP,EB
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
ventilation_types;CAV_sch
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6421

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity use;Electricity import;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity for electric boiler;Electricity imported ;Heat from heat pumps
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElBoil;ElImp;HtHP
2019-09-14T21:00:00+0100;12.29;0.0;5.23;201.04;0.0;12000.0;0.0
2019-09-14T22:00:00+0100;12.08;0.0;5.0;202.05;0.0;12000.0;0.0
2019-09-14T23:00:00+0100;11.9;0.0;3.57;199.08;31000.0;42000.0;0.0
2019-09-15T00:00:00+0100;11.97;0.0;2.43;198.45;0.0;11000.0;0.0
2019-09-15T01:00:00+0100;11.9;0.0;1.17;235.67;0.0;12000.0;0.0
2019-09-15T02:00:00+0100;11.71;0.0;1.25;227.33;0.0;12000.0;0.0
2019-09-15T03:00:00+0100;11.8;-0.0;1.02;243.71;0.0;11000.0;0.0
2019-09-15T04:00:00+0100;11.93;0.0;1.54;219.37;32000.0;44000.0;0.0
2019-09-15T05:00:00+0100;11.0;0.45;1.66;232.75;0.0;10000.0;0.0
2019-09-15T06:00:00+0100;10.38;54.2;2.4;251.26;0.0;10000.0;0.0
2019-09-15T07:00:00+0100;10.84;170.13;5.58;263.15;31000.0;42000.0;0.0
2019-09-15T08:00:00+0100;11.38;293.39;8.21;267.25;0.0;11000.0;0.0
2019-09-15T09:00:00+0100;12.79;402.47;6.53;275.41;0.0;10000.0;0.0
2019-09-15T10:00:00+0100;13.67;482.03;8.07;278.15;0.0;10000.0;0.0
2019-09-15T11:00:00+0100;14.53;527.41;5.45;277.14;0.0;11000.0;0.0
2019-09-15T12:00:00+0100;15.44;535.11;5.23;274.92;0.0;10000.0;0.0
2019-09-15T13:00:00+0100;16.31;505.2;6.87;273.6;0.0;11000.0;0.0
2019-09-15T14:00:00+0100;17.06;438.8;6.36;278.24;0.0;11000.0;0.0
2019-09-15T15:00:00+0100;17.31;340.58;6.9;276.76;0.0;9000.0;0.0
2019-09-15T16:00:00+0100;17.33;222.03;4.7;286.93;0.0;10000.0;0.0
2019-09-15T17:00:00+0100;16.93;101.8;5.98;285.02;0.0;10000.0;0.0
2019-09-15T18:00:00+0100;16.25;12.7;6.1;293.63;0.0;9000.0;0.0
2019-09-15T19:00:00+0100;15.13;0.0;6.16;290.81;0.0;12000.0;0.0
2019-09-15T20:00:00+0100;14.3;0.0;4.27;301.17;0.0;10000.0;0.0
2019-09-15T21:00:00+0100;13.67;0.0;5.59;293.55;0.0;11000.0;0.0
2019-09-15T22:00:00+0100;13.31;0.0;5.26;298.08;0.0;11000.0;0.0
2019-09-15T23:00:00+0100;12.86;0.0;5.71;297.33;0.0;11000.0;0.0
2019-09-16T00:00:00+0100;12.37;0.0;5.29;295.31;20000.0;32000.0;0.0
2019-09-16T01:00:00+0100;11.66;0.0;4.21;304.31;12000.0;25000.0;0.0
2019-09-16T02:00:00+0100;10.91;0.0;2.52;306.72;0.0;11000.0;0.0
2019-09-16T03:00:00+0100;10.36;-0.0;1.96;269.07;32000.0;44000.0;0.0
2019-09-16T04:00:00+0100;9.88;0.0;3.54;277.78;2000.0;12000.0;10000.0
2019-09-16T05:00:00+0100;9.38;0.2;3.54;285.84;30000.0;43000.0;0.0
2019-09-16T06:00:00+0100;8.81;50.04;3.19;282.09;15000.0;33000.0;0.0
2019-09-16T07:00:00+0100;8.91;162.76;2.13;274.24;18000.0;38000.0;0.0
2019-09-16T08:00:00+0100;9.38;285.78;3.82;293.57;0.0;17000.0;0.0
2019-09-16T09:00:00+0100;11.19;395.62;5.18;299.41;0.0;21000.0;0.0
2019-09-16T10:00:00+0100;12.36;477.46;6.09;309.94;0.0;24000.0;0.0
2019-09-16T11:00:00+0100;13.73;525.73;5.86;309.81;0.0;21000.0;0.0
2019-09-16T12:00:00+0100;14.51;535.64;5.33;310.29;0.0;21000.0;0.0
2019-09-16T13:00:00+0100;15.15;503.99;4.87;307.71;0.0;22000.0;0.0
2019-09-16T14:00:00+0100;15.62;435.79;4.56;304.51;0.0;22000.0;0.0
2019-09-16T15:00:00+0100;15.78;336.19;4.38;299.66;0.0;17000.0;0.0
2019-09-16T16:00:00+0100;15.54;216.7;4.95;296.73;0.0;11000.0;0.0
2019-09-16T17:00:00+0100;15.0;96.52;4.57;293.58;0.0;10000.0;0.0
2019-09-16T18:00:00+0100;14.17;10.24;1.92;285.16;0.0;13000.0;0.0
2019-09-16T19:00:00+0100;11.92;0.01;2.61;240.41;0.0;14000.0;0.0
2019-09-16T20:00:00+0100;11.26;0.0;2.94;260.54;2000.0;13000.0;0.0
2019-09-16T21:00:00+0100;10.39;0.0;3.1;271.87;29000.0;41000.0;0.0
2019-09-16T22:00:00+0100;9.5;0.0;0.97;276.68;0.0;13000.0;0.0
2019-09-16T23:00:00+0100;9.03;0.0;0.87;255.25;31000.0;43000.0;0.0
2019-09-17T00:00:00+0100;8.36;0.0;1.7;286.28;1000.0;12000.0;0.0
2019-09-17T01:00:00+0100;7.88;0.0;2.04;272.4;33000.0;46000.0;0.0
2019-09-17T02:00:00+0100;7.62;0.0;3.06;288.75;35000.0;47000.0;0.0
2019-09-17T03:00:00+0100;7.8;-0.0;3.52;295.62;0.0;12000.0;0.0
2019-09-17T04:00:00+0100;8.29;0.0;2.67;288.14;32000.0;44000.0;0.0
2019-09-17T05:00:00+0100;7.92;0.05;2.86;292.75;3000.0;16000.0;0.0
2019-09-17T06:00:00+0100;7.35;46.18;3.03;285.7;30000.0;49000.0;0.0
2019-09-17T07:00:00+0100;6.6;77.31;3.13;317.0;32000.0;55000.0;0.0
2019-09-17T08:00:00+0100;7.44;205.3;3.43;340.03;0.0;22000.0;0.0
2019-09-17T09:00:00+0100;9.07;284.68;4.79;352.52;0.0;23000.0;0.0
2019-09-17T10:00:00+0100;10.63;456.18;5.95;4.71;0.0;23000.0;0.0
2019-09-17T11:00:00+0100;11.0;515.42;5.67;3.3;0.0;22000.0;0.0
2019-09-17T12:00:00+0100;11.95;527.02;5.57;2.54;0.0;19000.0;0.0
2019-09-17T13:00:00+0100;12.57;493.4;5.4;7.35;0.0;21000.0;0.0
2019-09-17T14:00:00+0100;13.24;421.82;4.99;9.12;0.0;23000.0;0.0
2019-09-17T15:00:00+0100;13.73;330.74;5.04;7.44;0.0;17000.0;0.0
2019-09-17T16:00:00+0100;13.93;211.81;4.65;9.58;0.0;12000.0;0.0
2019-09-17T17:00:00+0100;13.94;90.35;2.81;2.05;0.0;11000.0;0.0
2019-09-17T18:00:00+0100;12.74;8.14;3.3;319.8;0.0;14000.0;0.0
2019-09-17T19:00:00+0100;12.09;0.0;4.1;321.12;0.0;14000.0;0.0
2019-09-17T20:00:00+0100;11.01;0.0;4.31;307.25;31000.0;43000.0;0.0
2019-09-17T21:00:00+0100;10.18;0.0;3.93;299.28;0.0;12000.0;0.0
2019-09-17T22:00:00+0100;9.48;0.0;3.47;299.97;0.0;12000.0;0.0
2019-09-17T23:00:00+0100;8.77;0.0;3.32;297.78;33000.0;44000.0;0.0
2019-09-18T00:00:00+0100;7.72;0.0;2.63;305.52;26000.0;39000.0;0.0
2019-09-18T01:00:00+0100;7.47;0.0;2.95;296.99;7000.0;19000.0;0.0
2019-09-18T02:00:00+0100;7.45;0.0;3.19;286.42;34000.0;47000.0;0.0
2019-09-18T03:00:00+0100;7.61;-0.0;3.5;290.83;23000.0;35000.0;0.0
2019-09-18T04:00:00+0100;7.05;0.0;3.1;291.02;11000.0;22000.0;0.0
2019-09-18T05:00:00+0100;6.67;0.0;2.5;291.08;32000.0;45000.0;0.0
2019-09-18T06:00:00+0100;6.75;41.69;3.29;288.99;33000.0;51000.0;0.0
2019-09-18T07:00:00+0100;7.2;138.49;2.66;285.57;0.0;21000.0;0.0
2019-09-18T08:00:00+0100;8.46;54.22;3.49;293.75;0.0;20000.0;0.0
2019-09-18T09:00:00+0100;9.67;371.85;2.4;286.26;0.0;26000.0;0.0
2019-09-18T10:00:00+0100;11.36;460.76;3.29;327.7;0.0;24000.0;0.0
2019-09-18T11:00:00+0100;12.68;508.07;2.6;359.2;0.0;23000.0;0.0
2019-09-18T12:00:00+0100;14.0;510.63;2.79;21.74;0.0;20000.0;0.0
2019-09-18T13:00:00+0100;14.81;436.86;2.57;34.06;0.0;23000.0;0.0
2019-09-18T14:00:00+0100;15.5;335.96;1.93;32.57;0.0;24000.0;0.0
2019-09-18T15:00:00+0100;15.08;320.27;3.05;22.99;0.0;20000.0;0.0
2019-09-18T16:00:00+0100;14.82;201.96;2.79;354.82;0.0;12000.0;0.0
2019-09-18T17:00:00+0100;14.2;84.86;3.74;349.3;0.0;13000.0;0.0
2019-09-18T18:00:00+0100;13.48;6.5;2.78;320.92;0.0;13000.0;0.0
2019-09-18T19:00:00+0100;12.09;0.0;3.2;315.08;0.0;11000.0;0.0
2019-09-18T20:00:00+0100;10.66;0.0;3.24;312.07;0.0;12000.0;0.0
2019-09-18T21:00:00+0100;9.76;0.0;2.82;317.24;30000.0;41000.0;0.0
2019-09-18T22:00:00+0100;8.73;0.0;2.13;295.88;0.0;12000.0;0.0
2019-09-18T23:00:00+0100;8.19;0.0;1.99;282.57;33000.0;45000.0;0.0
2019-09-19T00:00:00+0100;7.85;0.0;2.65;285.22;33000.0;45000.0;0.0
2019-09-19T01:00:00+0100;7.01;0.0;1.77;272.77;0.0;13000.0;0.0
2019-09-19T02:00:00+0100;6.53;0.0;2.26;279.74;35000.0;47000.0;0.0
2019-09-19T03:00:00+0100;6.12;-0.0;2.01;279.13;35000.0;49000.0;0.0
2019-09-19T04:00:00+0100;5.21;0.0;1.69;280.14;24000.0;37000.0;0.0
2019-09-19T05:00:00+0100;4.86;0.0;1.44;267.6;10000.0;25000.0;0.0
2019-09-19T06:00:00+0100;4.33;35.41;1.77;273.35;35000.0;54000.0;0.0
2019-09-19T07:00:00+0100;4.83;129.8;1.82;278.56;34000.0;52000.0;10000.0
2019-09-19T08:00:00+0100;5.9;238.31;1.78;282.47;0.0;22000.0;0.0
2019-09-19T09:00:00+0100;8.04;305.43;2.2;286.08;28000.0;51000.0;0.0
2019-09-19T10:00:00+0100;9.4;350.54;2.12;292.8;0.0;20000.0;0.0
2019-09-19T11:00:00+0100;10.66;383.13;0.74;320.56;0.0;20000.0;0.0
2019-09-19T12:00:00+0100;11.36;401.5;0.41;98.98;0.0;20000.0;0.0
2019-09-19T13:00:00+0100;12.1;373.46;0.49;138.16;0.0;22000.0;0.0
2019-09-19T14:00:00+0100;12.91;290.75;0.9;178.43;0.0;22000.0;0.0
2019-09-19T15:00:00+0100;13.21;268.07;1.06;228.47;0.0;19000.0;0.0
2019-09-19T16:00:00+0100;13.25;165.38;0.57;271.77;0.0;13000.0;0.0
2019-09-19T17:00:00+0100;12.63;70.25;1.05;214.66;0.0;13000.0;0.0
2019-09-19T18:00:00+0100;10.82;4.44;1.48;197.53;0.0;14000.0;0.0
2019-09-19T19:00:00+0100;9.82;0.0;1.39;245.22;30000.0;43000.0;0.0
2019-09-19T20:00:00+0100;8.88;0.0;1.25;258.52;0.0;12000.0;0.0
2019-09-19T21:00:00+0100;8.41;0.0;1.34;260.19;31000.0;45000.0;0.0
2019-09-19T22:00:00+0100;8.11;0.0;1.37;267.31;0.0;12000.0;0.0
2019-09-19T23:00:00+0100;7.93;0.0;1.21;265.74;31000.0;44000.0;0.0
2019-09-20T00:00:00+0100;7.92;0.0;1.18;262.99;0.0;12000.0;0.0
2019-09-20T01:00:00+0100;7.99;0.0;1.32;266.97;32000.0;46000.0;0.0
2019-09-20T02:00:00+0100;8.09;0.0;1.19;263.4;0.0;13000.0;0.0
2019-09-20T03:00:00+0100;8.05;-0.0;1.13;255.17;32000.0;44000.0;0.0
2019-09-20T04:00:00+0100;7.85;0.0;1.29;248.19;0.0;12000.0;0.0
2019-09-20T05:00:00+0100;7.67;0.0;1.42;251.89;32000.0;46000.0;0.0
2019-09-20T06:00:00+0100;7.19;32.92;1.41;250.76;0.0;18000.0;0.0
2019-09-20T07:00:00+0100;7.54;133.01;1.46;250.81;31000.0;51000.0;0.0
2019-09-20T08:00:00+0100;8.32;245.49;1.3;256.02;0.0;20000.0;0.0
2019-09-20T09:00:00+0100;9.41;344.9;1.0;257.21;0.0;25000.0;0.0
2019-09-20T10:00:00+0100;10.23;430.81;1.27;261.36;0.0;23000.0;0.0
2019-09-20T11:00:00+0100;13.01;481.04;1.5;274.77;0.0;24000.0;0.0
2019-09-20T12:00:00+0100;14.82;490.58;2.53;276.94;0.0;23000.0;0.0
2019-09-20T13:00:00+0100;16.93;460.73;2.5;281.19;0.0;22000.0;0.0
2019-09-20T14:00:00+0100;18.02;394.53;4.06;296.42;0.0;20000.0;0.0
2019-09-20T15:00:00+0100;17.98;297.8;4.08;293.4;0.0;18000.0;0.0
2019-09-20T16:00:00+0100;18.5;184.15;4.37;295.04;0.0;11000.0;0.0
2019-09-20T17:00:00+0100;18.75;71.19;3.29;285.03;0.0;13000.0;0.0
2019-09-20T18:00:00+0100;17.44;3.49;2.87;279.63;0.0;12000.0;0.0
2019-09-20T19:00:00+0100;16.45;0.0;3.02;279.17;0.0;11000.0;0.0
2019-09-20T20:00:00+0100;15.74;0.0;2.76;278.93;0.0;11000.0;0.0
2019-09-20T21:00:00+0100;15.03;0.0;2.68;281.05;0.0;13000.0;0.0
2019-09-20T22:00:00+0100;13.94;0.0;2.31;274.86;0.0;11000.0;0.0
2019-09-20T23:00:00+0100;12.69;0.0;1.91;268.8;0.0;13000.0;0.0
2019-09-21T00:00:00+0100;11.52;0.0;1.89;271.36;9000.0;21000.0;0.0
2019-09-21T01:00:00+0100;10.61;0.0;1.72;262.78;22000.0;34000.0;0.0
2019-09-21T02:00:00+0100;9.8;0.0;1.7;272.33;0.0;13000.0;0.0
2019-09-21T03:00:00+0100;9.34;-0.0;1.51;261.3;31000.0;44000.0;0.0
2019-09-21T04:00:00+0100;8.55;0.0;1.47;237.82;0.0;11000.0;0.0
2019-09-21T05:00:00+0100;7.65;0.0;1.25;245.3;33000.0;45000.0;0.0
2019-09-21T06:00:00+0100;7.13;31.49;1.4;242.96;0.0;12000.0;0.0
2019-09-21T07:00:00+0100;7.45;135.13;1.32;237.37;32000.0;43000.0;0.0
2019-09-21T08:00:00+0100;8.4;253.11;1.13;236.13;0.0;12000.0;0.0
2019-09-21T09:00:00+0100;10.15;359.31;1.0;216.66;0.0;11000.0;0.0
2019-09-21T10:00:00+0100;11.48;439.43;0.49;144.2;0.0;11000.0;0.0
2019-09-21T11:00:00+0100;14.56;485.54;0.78;100.9;0.0;13000.0;0.0
2019-09-21T12:00:00+0100;16.41;493.13;1.07;99.57;0.0;10000.0;0.0
2019-09-21T13:00:00+0100;17.76;461.83;1.48;112.82;0.0;11000.0;0.0
2019-09-21T14:00:00+0100;18.57;392.82;2.05;127.0;0.0;10000.0;0.0
2019-09-21T15:00:00+0100;18.85;296.25;2.08;159.9;0.0;10000.0;0.0
2019-09-21T16:00:00+0100;18.61;181.05;1.69;148.28;0.0;11000.0;0.0
2019-09-21T17:00:00+0100;18.35;67.67;1.2;141.8;0.0;11000.0;0.0
2019-09-21T18:00:00+0100;17.1;2.6;1.1;199.32;0.0;10000.0;0.0
2019-09-21T19:00:00+0100;15.19;0.0;1.2;256.56;0.0;11000.0;0.0
2019-09-21T20:00:00+0100;13.83;0.0;1.11;257.91;0.0;11000.0;0.0
2019-09-21T21:00:00+0100;12.7;0.0;1.27;264.05;0.0;12000.0;0.0
2019-09-21T22:00:00+0100;11.79;0.0;1.52;281.69;0.0;13000.0;0.0
2019-09-21T23:00:00+0100;10.86;0.0;1.39;287.96;13000.0;25000.0;0.0
2019-09-22T00:00:00+0100;10.35;0.0;1.43;285.41;17000.0;30000.0;0.0
2019-09-22T01:00:00+0100;9.74;0.0;1.56;281.35;0.0;12000.0;0.0
2019-09-22T02:00:00+0100;9.53;0.0;1.81;285.55;31000.0;43000.0;0.0
2019-09-22T03:00:00+0100;9.64;-0.0;1.54;290.04;0.0;11000.0;0.0
2019-09-22T04:00:00+0100;9.81;0.0;0.94;289.68;0.0;13000.0;0.0
2019-09-22T05:00:00+0100;9.54;0.0;1.5;284.16;3000.0;14000.0;0.0
2019-09-22T06:00:00+0100;9.54;28.76;1.75;281.11;27000.0;39000.0;0.0
2019-09-22T07:00:00+0100;9.18;130.7;1.42;270.96;0.0;11000.0;0.0
2019-09-22T08:00:00+0100;8.98;247.71;1.1;266.46;31000.0;42000.0;0.0
2019-09-22T09:00:00+0100;9.4;350.85;0.95;264.08;0.0;12000.0;0.0
2019-09-22T10:00:00+0100;10.4;419.47;0.8;40.12;0.0;13000.0;0.0
2019-09-22T11:00:00+0100;11.81;450.13;1.86;73.12;0.0;11000.0;0.0
2019-09-22T12:00:00+0100;13.42;452.5;1.85;83.64;0.0;10000.0;0.0
2019-09-22T13:00:00+0100;15.2;444.59;1.21;75.31;0.0;11000.0;0.0
2019-09-22T14:00:00+0100;16.33;382.53;0.89;78.94;0.0;10000.0;0.0
2019-09-22T15:00:00+0100;17.28;283.29;1.4;96.91;0.0;12000.0;0.0
2019-09-22T16:00:00+0100;17.54;170.55;1.61;103.07;0.0;10000.0;0.0
2019-09-22T17:00:00+0100;17.41;58.48;1.69;106.28;0.0;10000.0;0.0
2019-09-22T18:00:00+0100;16.6;1.35;1.61;101.84;0.0;11000.0;0.0
2019-09-22T19:00:00+0100;15.23;0.0;2.35;102.94;0.0;11000.0;0.0
2019-09-22T20:00:00+0100;13.79;0.0;2.23;115.91;0.0;11000.0;0.0
2019-09-22T21:00:00+0100;12.23;0.0;1.69;111.78;0.0;12000.0;0.0
2019-09-22T22:00:00+0100;11.84;0.0;3.88;111.67;0.0;13000.0;0.0
2019-09-22T23:00:00+0100;11.43;0.0;2.97;104.88;0.0;12000.0;0.0
2019-09-23T00:00:00+0100;11.05;0.0;2.99;99.47;30000.0;43000.0;0.0
2019-09-23T01:00:00+0100;10.9;0.0;2.84;93.55;0.0;11000.0;0.0
2019-09-23T02:00:00+0100;10.91;0.0;2.9;92.79;0.0;13000.0;0.0
2019-09-23T03:00:00+0100;10.81;-0.0;2.69;92.92;0.0;12000.0;0.0
2019-09-23T04:00:00+0100;10.59;0.0;1.95;83.39;24000.0;36000.0;0.0
2019-09-23T05:00:00+0100;10.09;0.0;1.83;76.39;7000.0;20000.0;0.0
2019-09-23T06:00:00+0100;9.98;1.79;1.88;84.24;0.0;18000.0;0.0
2019-09-23T07:00:00+0100;10.07;11.79;1.94;82.87;0.0;21000.0;0.0
2019-09-23T08:00:00+0100;10.23;37.72;2.09;90.01;0.0;18000.0;10000.0
2019-09-23T09:00:00+0100;10.57;88.77;2.16;95.64;30000.0;51000.0;0.0
2019-09-23T10:00:00+0100;10.77;147.67;1.6;102.67;0.0;23000.0;0.0
2019-09-23T11:00:00+0100;10.99;285.59;1.11;86.65;0.0;23000.0;0.0
2019-09-23T12:00:00+0100;11.44;402.15;0.87;81.99;0.0;24000.0;0.0
2019-09-23T13:00:00+0100;11.49;430.51;0.98;82.05;0.0;22000.0;0.0
2019-09-23T14:00:00+0100;11.79;372.28;1.13;100.38;0.0;23000.0;0.0
2019-09-23T15:00:00+0100;12.22;274.33;1.16;108.64;0.0;18000.0;0.0
2019-09-23T16:00:00+0100;12.71;163.82;0.86;107.25;0.0;12000.0;0.0
2019-09-23T17:00:00+0100;12.2;55.96;0.66;98.04;0.0;14000.0;0.0
2019-09-23T18:00:00+0100;11.61;0.96;0.35;152.95;0.0;14000.0;0.0
2019-09-23T19:00:00+0100;10.58;0.0;1.16;251.17;2000.0;14000.0;0.0
2019-09-23T20:00:00+0100;10.41;0.0;1.17;259.25;28000.0;41000.0;0.0
2019-09-23T21:00:00+0100;10.18;0.0;1.29;258.7;0.0;13000.0;0.0
2019-09-23T22:00:00+0100;10.16;0.0;1.3;258.7;0.0;13000.0;0.0
2019-09-23T23:00:00+0100;9.95;0.0;1.36;261.59;0.0;12000.0;0.0
2019-09-24T00:00:00+0100;9.74;0.0;1.38;260.02;31000.0;43000.0;0.0
2019-09-24T01:00:00+0100;9.77;0.0;1.34;258.17;0.0;13000.0;0.0
2019-09-24T02:00:00+0100;9.71;0.0;1.29;259.77;0.0;12000.0;0.0
2019-09-24T03:00:00+0100;9.65;-0.0;1.24;260.35;31000.0;44000.0;0.0
2019-09-24T04:00:00+0100;9.74;0.0;1.18;264.27;0.0;12000.0;0.0
2019-09-24T05:00:00+0100;9.71;0.0;1.05;269.82;0.0;14000.0;0.0
2019-09-24T06:00:00+0100;9.66;18.44;0.87;271.14;30000.0;49000.0;0.0
2019-09-24T07:00:00+0100;9.59;94.77;0.86;289.91;0.0;21000.0;0.0
2019-09-24T08:00:00+0100;9.74;180.48;0.62;356.87;0.0;22000.0;0.0
2019-09-24T09:00:00+0100;10.11;128.22;0.54;47.29;0.0;26000.0;0.0
2019-09-24T10:00:00+0100;10.64;148.55;0.67;66.83;0.0;24000.0;0.0
2019-09-24T11:00:00+0100;11.16;144.37;0.78;95.91;0.0;19000.0;0.0
2019-09-24T12:00:00+0100;11.46;162.45;0.99;106.66;0.0;23000.0;0.0
2019-09-24T13:00:00+0100;12.05;216.68;1.03;101.3;0.0;21000.0;0.0
2019-09-24T14:00:00+0100;12.45;294.78;1.01;99.83;0.0;24000.0;0.0
2019-09-24T15:00:00+0100;12.55;235.5;1.18;100.94;0.0;17000.0;0.0
2019-09-24T16:00:00+0100;12.48;130.2;1.27;111.58;0.0;13000.0;0.0
2019-09-24T17:00:00+0100;12.19;45.58;0.84;108.15;0.0;16000.0;0.0
2019-09-24T18:00:00+0100;11.69;0.45;0.32;63.83;0.0;13000.0;0.0
2019-09-24T19:00:00+0100;11.44;0.0;1.0;290.25;0.0;12000.0;0.0
2019-09-24T20:00:00+0100;11.05;0.0;1.48;291.31;0.0;13000.0;0.0
2019-09-24T21:00:00+0100;11.11;0.0;1.49;315.1;30000.0;44000.0;0.0
2019-09-24T22:00:00+0100;10.84;0.0;1.34;347.59;0.0;12000.0;0.0
2019-09-24T23:00:00+0100;10.75;0.0;1.16;349.28;0.0;13000.0;0.0
2019-09-25T00:00:00+0100;10.67;0.0;1.05;351.85;0.0;13000.0;0.0
2019-09-25T01:00:00+0100;10.64;0.0;0.89;328.08;31000.0;43000.0;0.0
2019-09-25T02:00:00+0100;10.48;0.0;1.38;293.07;0.0;14000.0;0.0
2019-09-25T03:00:00+0100;10.37;-0.0;1.5;296.94;0.0;12000.0;0.0
2019-09-25T04:00:00+0100;10.34;0.0;1.08;304.11;0.0;12000.0;0.0
2019-09-25T05:00:00+0100;10.24;0.0;1.25;283.87;30000.0;43000.0;0.0
2019-09-25T06:00:00+0100;10.09;18.68;1.34;274.09;0.0;19000.0;0.0
2019-09-25T07:00:00+0100;9.94;104.63;1.41;277.21;0.0;19000.0;0.0
2019-09-25T08:00:00+0100;10.44;216.79;1.25;296.88;0.0;33000.0;0.0
2019-09-25T09:00:00+0100;10.99;173.77;0.71;24.31;0.0;32000.0;0.0
2019-09-25T10:00:00+0100;11.72;297.5;2.26;55.88;0.0;27000.0;0.0
2019-09-25T11:00:00+0100;12.71;388.63;2.59;56.72;0.0;26000.0;0.0
2019-09-25T12:00:00+0100;13.02;387.85;2.64;59.38;0.0;25000.0;0.0
2019-09-25T13:00:00+0100;13.05;384.27;3.08;64.67;0.0;25000.0;0.0
2019-09-25T14:00:00+0100;13.33;351.38;3.22;65.58;0.0;21000.0;0.0
2019-09-25T15:00:00+0100;13.15;267.49;2.84;64.88;0.0;16000.0;0.0
2019-09-25T16:00:00+0100;12.89;155.38;2.82;62.71;0.0;11000.0;0.0
2019-09-25T17:00:00+0100;12.51;47.84;2.09;53.05;0.0;13000.0;0.0
2019-09-25T18:00:00+0100;12.07;0.15;0.99;16.78;0.0;14000.0;0.0
2019-09-25T19:00:00+0100;11.63;0.0;1.23;326.06;0.0;12000.0;0.0
2019-09-25T20:00:00+0100;11.3;0.0;1.48;309.81;31000.0;42000.0;0.0
2019-09-25T21:00:00+0100;11.02;0.0;1.22;283.36;0.0;12000.0;0.0
2019-09-25T22:00:00+0100;10.78;0.0;0.89;346.01;0.0;14000.0;0.0
2019-09-25T23:00:00+0100;10.65;0.0;0.95;314.66;6000.0;18000.0;0.0
2019-09-26T00:00:00+0100;10.45;0.0;1.18;299.12;25000.0;37000.0;0.0
2019-09-26T01:00:00+0100;10.21;0.0;1.27;290.1;0.0;13000.0;0.0
2019-09-26T02:00:00+0100;10.11;0.0;1.39;290.83;25000.0;37000.0;0.0
2019-09-26T03:00:00+0100;10.07;-0.0;1.42;290.88;6000.0;18000.0;0.0
2019-09-26T04:00:00+0100;10.03;0.0;1.02;346.69;0.0;12000.0;0.0
2019-09-26T05:00:00+0100;9.92;0.0;1.06;14.16;31000.0;45000.0;0.0
2019-09-26T06:00:00+0100;9.86;2.15;1.18;9.51;0.0;17000.0;0.0
2019-09-26T07:00:00+0100;9.84;16.21;1.2;15.44;0.0;22000.0;0.0
2019-09-26T08:00:00+0100;9.89;49.5;1.17;21.14;0.0;23000.0;0.0
2019-09-26T09:00:00+0100;10.2;84.02;1.0;32.85;0.0;25000.0;0.0
2019-09-26T10:00:00+0100;10.7;119.45;1.2;61.29;0.0;25000.0;0.0
2019-09-26T11:00:00+0100;10.7;156.57;1.86;94.61;0.0;23000.0;0.0
2019-09-26T12:00:00+0100;11.2;359.4;1.89;90.87;0.0;23000.0;0.0
2019-09-26T13:00:00+0100;12.09;107.66;1.9;86.67;0.0;21000.0;0.0
2019-09-26T14:00:00+0100;11.96;146.58;2.27;94.51;0.0;25000.0;0.0
2019-09-26T15:00:00+0100;12.04;74.53;2.47;91.54;0.0;20000.0;0.0
2019-09-26T16:00:00+0100;12.16;14.11;2.49;97.61;0.0;19000.0;0.0
2019-09-26T17:00:00+0100;12.07;2.2;1.46;95.77;0.0;17000.0;0.0
2019-09-26T18:00:00+0100;11.8;-0.01;1.62;101.08;0.0;16000.0;0.0
2019-09-26T19:00:00+0100;11.69;0.0;1.98;86.26;0.0;12000.0;0.0
2019-09-26T20:00:00+0100;11.56;0.0;2.16;93.28;0.0;13000.0;0.0
2019-09-26T21:00:00+0100;11.46;0.0;1.71;74.28;30000.0;43000.0;0.0
2019-09-26T22:00:00+0100;11.42;0.0;1.95;59.18;0.0;12000.0;0.0
2019-09-26T23:00:00+0100;11.46;0.0;1.92;41.77;0.0;12000.0;0.0
2019-09-27T00:00:00+0100;11.23;0.0;1.76;36.05;0.0;12000.0;0.0
2019-09-27T01:00:00+0100;10.56;0.0;1.93;32.27;25000.0;37000.0;0.0
2019-09-27T02:00:00+0100;10.42;0.0;1.69;30.13;8000.0;21000.0;0.0
2019-09-27T03:00:00+0100;10.44;-0.0;1.81;48.78;0.0;12000.0;0.0
2019-09-27T04:00:00+0100;10.3;0.0;2.47;54.52;14000.0;26000.0;0.0
2019-09-27T05:00:00+0100;10.3;0.0;2.26;63.48;16000.0;29000.0;0.0
2019-09-27T06:00:00+0100;10.29;0.2;3.07;79.2;0.0;20000.0;0.0
2019-09-27T07:00:00+0100;10.0;0.84;3.15;84.37;30000.0;51000.0;0.0
2019-09-27T08:00:00+0100;9.91;1.65;2.22;55.84;0.0;22000.0;0.0
